customer_id,country,age,gender,subscriber_type,tenure_months,num_streams,customer_service_calls,monthly_charges,is_subscribed
100815,Australia,33.0,female,premium,6.0,18.0,1.0,16.17,False
100816,Australia,45.0,female,basic,13.0,23.0,2.0,9.44,True
100817,Singapore,37.0,male,premium,18.0,19.0,0.0,16.46,True
100818,United Kingdom,45.0,male,premium,12.0,14.0,2.0,15.2,True
100819,United States,20.0,male,student,12.0,19.0,0.0,6.25,True
100820,United States,21.0,male,basic,26.0,17.0,0.0,9.28,False
100821,Singapore,33.0,female,family,32.0,18.0,2.0,19.62,False
100822,United States,35.0,male,basic,11.0,18.0,2.0,9.44,False
100823,United Kingdom,18.0,male,student,5.0,25.0,0.0,6.17,True
100824,Australia,48.0,female,student,4.0,16.0,0.0,6.94,True
100825,United States,25.0,female,family,2.0,24.0,0.0,20.0,False
100826,Singapore,37.0,female,premium,47.0,14.0,3.0,16.23,False
100827,United States,60.0,female,basic,26.0,26.0,3.0,8.47,True
100828,Australia,35.0,male,family,22.0,18.0,0.0,19.01,True
100829,United States,43.0,male,family,10.0,24.0,2.0,20.08,False
100830,United Kingdom,23.0,male,basic,10.0,8.0,1.0,9.25,False
100831,Singapore,45.0,female,premium,33.0,22.0,1.0,16.03,True
100832,Singapore,32.0,male,premium,3.0,11.0,2.0,15.81,False
100833,United Kingdom,25.0,male,family,11.0,16.0,1.0,20.38,True
100834,Canada,35.0,female,family,36.0,24.0,1.0,20.23,False
100835,Singapore,32.0,female,premium,11.0,21.0,2.0,16.65,False
100836,Canada,34.0,female,premium,25.0,17.0,1.0,15.96,False
100837,Malaysia,37.0,female,basic,15.0,22.0,1.0,8.13,True
100838,Singapore,29.0,female,premium,1.0,25.0,2.0,15.96,False
100839,Singapore,59.0,female,basic,14.0,22.0,2.0,9.03,True
100840,United States,22.0,female,family,17.0,14.0,3.0,20.25,False
100841,Canada,37.0,female,premium,14.0,27.0,4.0,15.22,False
100842,Singapore,26.0,female,premium,5.0,20.0,0.0,15.83,True
100843,Singapore,38.0,female,basic,14.0,9.0,2.0,9.42,True
100844,United States,32.0,female,basic,2.0,18.0,1.0,8.94,False
100845,Australia,34.0,female,premium,11.0,16.0,0.0,15.84,False
100846,Singapore,48.0,female,basic,27.0,19.0,1.0,9.94,True
100847,United Kingdom,56.0,male,basic,46.0,21.0,1.0,8.45,False
100848,United States,52.0,female,family,41.0,21.0,2.0,20.61,True
100849,Malaysia,33.0,male,premium,6.0,17.0,2.0,16.5,True
100850,United States,40.0,female,premium,4.0,18.0,0.0,15.88,False
100851,United States,29.0,male,premium,18.0,14.0,1.0,15.97,False
100852,Australia,26.0,male,family,16.0,20.0,1.0,19.97,True
100853,Malaysia,24.0,female,basic,24.0,20.0,1.0,9.08,False
100854,United States,33.0,female,family,9.0,25.0,0.0,19.69,True
100855,Singapore,41.0,male,student,16.0,18.0,0.0,6.78,False
100856,Canada,37.0,female,family,16.0,20.0,1.0,19.81,True
100857,Australia,37.0,male,premium,12.0,20.0,1.0,15.83,True
100858,United States,56.0,female,family,3.0,17.0,0.0,19.83,True
100859,Singapore,51.0,female,premium,27.0,21.0,2.0,14.87,False
100860,Canada,31.0,male,premium,18.0,18.0,0.0,16.04,True
100861,Canada,21.0,male,premium,28.0,19.0,0.0,15.73,True
100862,Canada,44.0,female,basic,33.0,18.0,1.0,8.06,False
100863,Singapore,18.0,male,basic,15.0,18.0,1.0,8.81,True
100864,United States,51.0,male,premium,27.0,19.0,1.0,15.8,True
100865,Australia,35.0,female,basic,46.0,18.0,1.0,9.63,False
100866,Australia,60.0,female,premium,57.0,12.0,1.0,15.72,True
100867,Canada,18.0,female,premium,20.0,11.0,1.0,16.32,False
100868,United States,49.0,female,student,21.0,28.0,1.0,7.68,False
100869,United States,37.0,male,basic,20.0,20.0,0.0,8.68,False
100870,Canada,34.0,female,premium,24.0,26.0,1.0,15.97,True
100871,United States,22.0,female,premium,32.0,17.0,0.0,16.85,False
100872,Malaysia,45.0,male,basic,19.0,22.0,0.0,9.1,False
100873,United States,46.0,male,basic,54.0,28.0,1.0,9.18,True
100874,United Kingdom,59.0,male,basic,49.0,19.0,3.0,8.98,True
100875,Australia,50.0,male,basic,17.0,19.0,3.0,9.33,False
100876,Singapore,31.0,female,basic,17.0,19.0,3.0,8.97,True
100877,United States,37.0,male,premium,11.0,23.0,4.0,15.07,True
100878,United Kingdom,22.0,female,premium,24.0,17.0,1.0,15.81,True
100879,Singapore,56.0,female,basic,12.0,15.0,1.0,8.4,True
100880,Singapore,29.0,female,basic,10.0,30.0,0.0,9.05,False
100881,United Kingdom,56.0,male,basic,24.0,14.0,4.0,8.53,False
100882,Malaysia,44.0,male,premium,6.0,10.0,0.0,16.23,False
100883,Singapore,42.0,female,basic,32.0,10.0,1.0,9.01,False
100884,United States,34.0,male,premium,25.0,17.0,1.0,15.37,True
100885,United States,46.0,male,basic,48.0,16.0,0.0,8.74,False
100886,Singapore,38.0,female,basic,20.0,18.0,2.0,9.3,False
100887,United States,34.0,male,student,28.0,17.0,2.0,7.56,True
100888,United States,46.0,female,basic,30.0,16.0,2.0,8.54,True
100889,United Kingdom,36.0,nonbinary,basic,38.0,19.0,1.0,8.44,True
100890,United States,28.0,female,basic,18.0,26.0,0.0,9.97,True
100891,Malaysia,45.0,female,student,11.0,12.0,1.0,6.99,True
100892,United States,37.0,female,premium,20.0,13.0,1.0,16.03,False
100893,United States,44.0,female,premium,32.0,15.0,2.0,15.62,False
100894,Canada,33.0,male,student,35.0,20.0,2.0,7.1,False
100895,Australia,23.0,male,basic,3.0,26.0,3.0,9.85,False
100896,United States,59.0,female,student,89.0,13.0,1.0,6.94,True
100897,United States,57.0,male,basic,10.0,15.0,3.0,9.52,False
100898,United States,49.0,male,premium,28.0,25.0,2.0,16.03,False
100899,Singapore,33.0,male,premium,41.0,19.0,1.0,15.48,False
100900,Singapore,37.0,male,premium,16.0,21.0,1.0,15.65,True
100901,United States,37.0,female,student,36.0,18.0,1.0,6.43,False
100902,United States,34.0,female,basic,3.0,18.0,1.0,9.1,False
100903,Singapore,30.0,male,student,37.0,20.0,2.0,7.6,False
100904,Malaysia,60.0,male,premium,34.0,17.0,2.0,16.07,False
100905,United Kingdom,37.0,male,premium,22.0,21.0,4.0,15.84,True
100906,Singapore,59.0,male,student,32.0,18.0,1.0,6.6,False
100907,United States,21.0,female,basic,50.0,14.0,0.0,9.17,False
100908,United States,44.0,male,student,42.0,12.0,1.0,6.37,True
100909,United States,63.0,female,premium,16.0,24.0,1.0,15.42,True
100910,Canada,38.0,female,family,20.0,15.0,0.0,20.44,True
100911,Australia,35.0,female,basic,14.0,16.0,1.0,8.85,True
100912,Australia,24.0,female,premium,13.0,16.0,0.0,15.84,False
100913,Malaysia,51.0,male,family,30.0,11.0,3.0,19.91,False
100914,Malaysia,29.0,female,premium,14.0,23.0,1.0,16.35,False
100915,Malaysia,37.0,male,basic,30.0,17.0,1.0,9.07,False
100916,United States,23.0,male,basic,16.0,25.0,1.0,8.62,False
100917,United States,57.0,male,student,17.0,17.0,4.0,6.64,False
100918,United States,52.0,male,basic,8.0,14.0,0.0,8.89,False
100919,Singapore,38.0,female,family,29.0,12.0,0.0,20.14,False
100920,United States,37.0,female,student,3.0,17.0,2.0,6.97,False
100921,Australia,56.0,female,basic,38.0,16.0,1.0,8.93,True
100922,United Kingdom,34.0,female,basic,69.0,13.0,1.0,9.01,True
100923,Singapore,25.0,male,family,18.0,16.0,0.0,19.97,False
100924,United States,18.0,female,basic,17.0,14.0,0.0,8.6,True
100925,United States,30.0,female,premium,4.0,12.0,1.0,16.54,True
100926,United States,37.0,female,family,11.0,19.0,1.0,19.75,True
100927,Australia,31.0,male,premium,33.0,21.0,1.0,16.05,True
100928,Singapore,47.0,male,premium,36.0,19.0,1.0,14.96,False
100929,Canada,33.0,female,family,20.0,11.0,0.0,19.88,False
100930,United States,42.0,male,premium,31.0,21.0,1.0,15.44,False
100931,United States,29.0,male,basic,8.0,15.0,0.0,8.5,False
100932,Singapore,39.0,male,premium,23.0,19.0,0.0,17.2,True
100933,Canada,61.0,female,student,45.0,20.0,0.0,7.11,True
100934,Canada,34.0,male,family,26.0,20.0,1.0,20.6,False
100935,United States,43.0,female,premium,50.0,22.0,0.0,16.42,True
100936,Malaysia,19.0,female,basic,51.0,12.0,0.0,9.48,False
100937,United States,56.0,male,basic,24.0,16.0,0.0,8.89,True
100938,Australia,37.0,male,basic,1.0,13.0,1.0,9.79,False
100939,United States,51.0,female,basic,35.0,18.0,1.0,9.41,True
100940,United States,37.0,male,student,5.0,17.0,2.0,7.01,False
100941,Australia,45.0,female,basic,1.0,18.0,0.0,9.12,True
100942,United States,46.0,male,family,2.0,23.0,2.0,19.92,True
100943,Singapore,33.0,nonbinary,basic,37.0,18.0,0.0,9.02,True
100944,Singapore,51.0,male,basic,24.0,15.0,0.0,8.97,True
100945,United States,29.0,male,premium,20.0,15.0,0.0,16.18,True
100946,United Kingdom,47.0,male,basic,26.0,18.0,1.0,9.86,False
100947,Australia,33.0,male,family,2.0,12.0,0.0,19.39,False
100948,Australia,42.0,female,student,14.0,18.0,0.0,7.56,True
100949,United States,32.0,male,student,10.0,18.0,0.0,6.81,True
100950,Singapore,39.0,female,basic,19.0,18.0,1.0,9.62,True
100951,United States,25.0,male,family,19.0,20.0,6.0,19.82,True
100952,United States,41.0,female,basic,25.0,19.0,1.0,9.2,False
100953,United States,39.0,nonbinary,student,28.0,19.0,0.0,6.91,False
100954,Malaysia,32.0,female,premium,3.0,11.0,2.0,15.12,False
100955,Australia,37.0,female,basic,14.0,15.0,3.0,9.86,True
100956,Canada,40.0,male,basic,17.0,14.0,0.0,8.52,True
100957,Singapore,31.0,female,basic,5.0,29.0,1.0,9.03,False
100958,Singapore,36.0,female,basic,5.0,14.0,1.0,8.46,True
100959,Singapore,26.0,male,student,4.0,14.0,0.0,6.32,False
100960,Singapore,66.0,female,family,31.0,19.0,1.0,19.89,False
100961,Singapore,51.0,female,student,3.0,25.0,2.0,6.69,False
100962,United States,41.0,male,basic,4.0,19.0,1.0,8.41,False
100963,United States,52.0,female,premium,18.0,10.0,1.0,15.97,False
100964,Malaysia,18.0,female,basic,23.0,18.0,4.0,8.25,True
100965,Singapore,18.0,female,premium,17.0,11.0,1.0,16.05,True
100966,Malaysia,33.0,female,basic,6.0,15.0,5.0,8.93,False
100967,United States,37.0,female,basic,5.0,17.0,2.0,7.75,True
100968,Singapore,35.0,female,premium,18.0,19.0,2.0,15.73,False
100969,United States,40.0,male,basic,15.0,13.0,2.0,9.22,False
100970,United States,49.0,male,premium,12.0,18.0,0.0,16.03,False
100971,United States,24.0,female,family,30.0,21.0,1.0,20.25,True
100972,United States,43.0,female,basic,14.0,20.0,1.0,9.21,False
100973,Malaysia,38.0,male,student,4.0,18.0,0.0,6.48,True
100974,United States,42.0,male,premium,12.0,18.0,0.0,15.98,True
100975,United Kingdom,32.0,female,family,25.0,20.0,1.0,20.4,True
100976,Singapore,55.0,female,family,14.0,12.0,0.0,19.55,False
100977,Singapore,37.0,female,family,25.0,22.0,0.0,19.89,True
100978,Singapore,59.0,male,family,28.0,18.0,1.0,20.57,False
100979,United States,37.0,male,student,14.0,22.0,3.0,6.56,False
100980,Malaysia,47.0,male,premium,16.0,21.0,3.0,16.22,True
100981,Canada,37.0,female,basic,13.0,20.0,1.0,8.45,False
100982,Canada,34.0,female,basic,25.0,12.0,3.0,8.91,True
100983,Singapore,46.0,female,premium,13.0,14.0,2.0,16.21,True
100984,United States,34.0,female,basic,23.0,18.0,0.0,7.79,True
100985,Malaysia,18.0,female,basic,20.0,18.0,2.0,8.72,False
100986,United States,18.0,male,basic,2.0,16.0,1.0,9.2,False
100987,United States,53.0,female,premium,24.0,22.0,1.0,16.1,False
100988,United States,53.0,male,basic,18.0,18.0,1.0,8.73,True
100989,Canada,61.0,female,premium,39.0,17.0,1.0,15.44,False
100990,United Kingdom,38.0,female,family,5.0,19.0,1.0,20.0,True
100991,Canada,22.0,male,family,20.0,21.0,1.0,19.83,True
100992,Canada,33.0,male,basic,11.0,21.0,3.0,9.26,False
100993,United States,37.0,female,premium,3.0,14.0,2.0,16.18,True
100994,Malaysia,26.0,male,premium,2.0,13.0,3.0,15.77,False
100995,Singapore,58.0,female,premium,45.0,21.0,1.0,16.53,False
100996,United Kingdom,65.0,female,family,20.0,16.0,1.0,19.69,False
100997,United States,44.0,female,basic,14.0,20.0,2.0,9.59,True
100998,Malaysia,38.0,female,student,4.0,20.0,1.0,7.65,True
100999,United States,37.0,male,basic,43.0,15.0,5.0,9.52,False
101000,United States,57.0,female,family,9.0,24.0,2.0,19.9,False
101001,Singapore,39.0,male,premium,21.0,19.0,2.0,17.26,False
101002,United States,35.0,male,basic,18.0,17.0,1.0,9.07,True
101003,United States,44.0,female,family,57.0,11.0,3.0,20.11,False
101004,United Kingdom,31.0,female,basic,16.0,16.0,0.0,8.98,True
101005,Singapore,40.0,female,family,11.0,20.0,0.0,19.43,True
101006,Malaysia,21.0,male,premium,20.0,22.0,0.0,16.64,True
101007,United States,51.0,male,basic,22.0,12.0,0.0,8.7,True
101008,Canada,37.0,male,basic,84.0,17.0,1.0,9.45,True
101009,Singapore,52.0,female,family,16.0,18.0,0.0,20.57,True
101010,United Kingdom,36.0,female,basic,5.0,28.0,1.0,9.29,True
101011,Singapore,36.0,male,student,12.0,19.0,0.0,6.64,False
101012,Singapore,23.0,female,family,20.0,12.0,1.0,19.82,False
101013,Malaysia,47.0,male,family,23.0,23.0,1.0,18.65,False
101014,United States,27.0,female,basic,3.0,26.0,2.0,8.93,True
101015,United States,32.0,female,family,11.0,17.0,2.0,20.39,False
101016,United Kingdom,38.0,male,student,55.0,14.0,0.0,6.87,False
101017,Australia,39.0,male,basic,7.0,18.0,2.0,8.69,False
101018,United States,18.0,male,basic,31.0,21.0,0.0,8.84,True
101019,Singapore,35.0,female,basic,12.0,22.0,1.0,9.6,False
101020,Australia,48.0,male,premium,17.0,17.0,2.0,15.96,False
101021,Canada,33.0,male,family,4.0,19.0,1.0,20.92,True
101022,Malaysia,35.0,male,premium,14.0,14.0,1.0,15.7,True
101023,Singapore,40.0,male,premium,20.0,16.0,0.0,16.1,False
101024,United Kingdom,36.0,male,basic,16.0,18.0,2.0,8.77,True
101025,United States,26.0,male,basic,14.0,13.0,0.0,10.03,True
101026,Malaysia,38.0,female,basic,25.0,18.0,2.0,9.08,False
101027,United States,50.0,female,student,5.0,20.0,2.0,8.05,True
101028,Canada,25.0,male,premium,21.0,18.0,3.0,15.78,False
101029,Singapore,34.0,female,premium,2.0,24.0,3.0,16.75,False
101030,Singapore,21.0,female,family,37.0,21.0,1.0,20.05,True
101031,United Kingdom,49.0,male,basic,15.0,13.0,1.0,9.41,False
101032,Singapore,37.0,female,basic,29.0,18.0,1.0,8.38,True
101033,Australia,28.0,male,basic,1.0,27.0,2.0,9.16,False
101034,Singapore,39.0,male,student,26.0,21.0,3.0,6.46,False
101035,United Kingdom,24.0,female,family,8.0,20.0,2.0,20.12,False
101036,United States,26.0,male,premium,17.0,21.0,1.0,15.23,True
101037,Singapore,20.0,female,basic,27.0,16.0,1.0,8.94,True
101038,Singapore,25.0,male,basic,16.0,18.0,1.0,9.54,False
101039,United States,54.0,male,premium,24.0,22.0,0.0,16.26,True
101040,United States,29.0,female,premium,13.0,26.0,0.0,15.37,False
101041,United Kingdom,44.0,female,student,39.0,16.0,1.0,6.04,True
101042,United Kingdom,28.0,female,family,15.0,14.0,2.0,20.24,False
101043,United Kingdom,47.0,female,premium,15.0,16.0,1.0,16.78,False
101044,United States,26.0,female,family,15.0,15.0,2.0,19.51,False
101045,United States,37.0,nonbinary,student,16.0,16.0,0.0,8.04,False
101046,United States,39.0,female,premium,5.0,19.0,2.0,15.99,True
101047,Canada,66.0,male,premium,7.0,14.0,0.0,15.01,True
101048,Australia,46.0,female,student,32.0,10.0,4.0,6.21,False
101049,United States,31.0,nonbinary,basic,29.0,18.0,1.0,9.37,False
101050,United Kingdom,46.0,female,student,28.0,18.0,0.0,7.05,True
101051,United States,64.0,female,basic,23.0,17.0,1.0,9.73,False
101052,United States,18.0,male,premium,11.0,23.0,2.0,15.39,False
101053,United States,37.0,female,family,10.0,22.0,0.0,20.05,True
101054,United States,35.0,male,premium,16.0,25.0,2.0,15.99,False
101055,United Kingdom,33.0,female,premium,36.0,19.0,1.0,15.92,True
101056,Malaysia,34.0,male,premium,19.0,19.0,1.0,15.8,False
101057,United States,22.0,male,basic,7.0,12.0,1.0,8.81,True
101058,Singapore,55.0,male,basic,4.0,18.0,0.0,9.08,False
101059,United Kingdom,21.0,female,basic,30.0,17.0,0.0,9.14,False
101060,Malaysia,36.0,female,premium,44.0,18.0,0.0,16.12,True
101061,United Kingdom,51.0,female,premium,3.0,23.0,2.0,16.59,True
101062,United States,38.0,female,basic,31.0,15.0,0.0,8.39,True
101063,United Kingdom,26.0,female,student,22.0,19.0,1.0,6.08,False
101064,United States,22.0,male,premium,8.0,18.0,1.0,16.5,True
101065,Malaysia,35.0,male,premium,19.0,19.0,1.0,15.52,False
101066,Singapore,29.0,male,premium,6.0,26.0,6.0,15.8,False
101067,United Kingdom,40.0,female,basic,14.0,18.0,0.0,8.68,False
101068,United States,21.0,female,family,17.0,11.0,2.0,19.67,True
101069,Singapore,48.0,male,premium,39.0,18.0,0.0,15.26,False
101070,Australia,39.0,female,basic,13.0,16.0,0.0,8.71,False
101071,United Kingdom,40.0,female,student,9.0,18.0,1.0,7.31,True
101072,Singapore,55.0,female,family,21.0,23.0,0.0,19.99,True
101073,Malaysia,33.0,male,family,25.0,17.0,1.0,20.24,False
101074,Australia,29.0,nonbinary,student,9.0,17.0,1.0,6.74,True
101075,United States,31.0,female,student,6.0,24.0,0.0,6.94,False
101076,Singapore,36.0,male,basic,7.0,18.0,1.0,8.74,False
101077,Singapore,37.0,female,premium,39.0,19.0,0.0,14.94,False
101078,United Kingdom,28.0,female,premium,24.0,18.0,1.0,16.15,True
101079,United States,18.0,male,basic,12.0,10.0,0.0,9.37,True
101080,United States,31.0,female,basic,34.0,18.0,2.0,8.71,False
101081,Malaysia,42.0,male,basic,9.0,7.0,0.0,9.59,False
101082,Malaysia,40.0,female,family,15.0,14.0,1.0,19.56,False
101083,Australia,52.0,female,family,6.0,15.0,3.0,20.33,True
101084,Malaysia,61.0,male,family,33.0,19.0,0.0,20.86,True
101085,Canada,47.0,female,basic,8.0,20.0,3.0,9.01,True
101086,Canada,55.0,male,basic,8.0,23.0,0.0,8.88,True
101087,Canada,47.0,female,premium,22.0,19.0,0.0,15.94,True
101088,Singapore,59.0,male,premium,1.0,14.0,2.0,16.8,True
101089,Singapore,60.0,female,student,4.0,14.0,1.0,7.19,True
101090,United States,49.0,female,student,27.0,18.0,2.0,6.94,False
101091,United Kingdom,46.0,male,student,7.0,13.0,3.0,7.13,False
101092,United States,36.0,female,student,69.0,17.0,0.0,6.66,False
101093,United States,38.0,female,student,18.0,18.0,0.0,6.7,False
101094,Singapore,34.0,nonbinary,premium,3.0,24.0,0.0,16.02,False
101095,Singapore,45.0,male,basic,45.0,18.0,1.0,7.97,False
101096,United States,29.0,male,basic,18.0,25.0,3.0,8.75,True
101097,Canada,36.0,male,premium,14.0,11.0,0.0,15.76,False
101098,Australia,18.0,male,basic,18.0,22.0,4.0,9.11,False
101099,United States,59.0,male,basic,3.0,18.0,1.0,9.96,True
101100,United States,35.0,male,student,16.0,23.0,1.0,7.02,True
101101,United States,37.0,female,basic,7.0,17.0,0.0,8.03,False
101102,Canada,55.0,female,student,15.0,10.0,0.0,6.53,False
101103,Australia,42.0,male,family,11.0,23.0,2.0,20.12,False
101104,United States,55.0,male,premium,18.0,11.0,1.0,16.04,True
101105,Canada,23.0,female,family,12.0,16.0,1.0,20.8,False
101106,United States,67.0,female,basic,10.0,20.0,2.0,9.47,True
101107,Singapore,51.0,female,premium,7.0,17.0,2.0,16.46,False
101108,Malaysia,41.0,male,basic,3.0,15.0,1.0,8.88,True
101109,United States,55.0,male,student,2.0,19.0,2.0,7.54,False
101110,United States,24.0,female,basic,5.0,22.0,1.0,8.54,True
101111,Singapore,35.0,male,basic,26.0,18.0,1.0,9.47,False
101112,United Kingdom,55.0,male,family,6.0,18.0,1.0,19.85,False
101113,Malaysia,37.0,male,family,9.0,16.0,0.0,19.27,True
101114,Malaysia,45.0,female,premium,9.0,12.0,0.0,16.29,True
101115,United States,44.0,male,premium,11.0,18.0,1.0,16.69,False
101116,United States,62.0,female,basic,23.0,17.0,0.0,8.79,True
101117,Canada,19.0,male,family,12.0,15.0,1.0,20.77,False
101118,United States,57.0,female,basic,29.0,23.0,2.0,8.16,True
101119,Australia,37.0,male,basic,5.0,25.0,0.0,8.39,True
101120,United Kingdom,33.0,male,basic,27.0,18.0,0.0,8.92,False
101121,United States,23.0,female,basic,42.0,22.0,1.0,8.8,False
101122,Australia,25.0,female,basic,16.0,20.0,1.0,8.66,False
101123,United States,43.0,male,premium,6.0,22.0,1.0,16.06,True
101124,Singapore,25.0,male,basic,23.0,22.0,0.0,8.73,False
101125,Singapore,47.0,female,basic,16.0,18.0,1.0,8.81,False
101126,Singapore,30.0,female,premium,20.0,17.0,3.0,16.13,True
101127,United Kingdom,23.0,female,basic,30.0,21.0,0.0,8.66,False
101128,United Kingdom,32.0,male,family,12.0,13.0,1.0,19.94,False
101129,Malaysia,37.0,nonbinary,student,10.0,24.0,0.0,6.67,True
101130,Malaysia,35.0,female,premium,78.0,14.0,1.0,15.39,False
101131,Singapore,38.0,female,student,23.0,18.0,2.0,7.37,True
101132,United States,46.0,female,basic,34.0,22.0,1.0,9.84,True
101133,Canada,51.0,female,basic,29.0,21.0,2.0,9.52,False
101134,Malaysia,34.0,male,family,34.0,17.0,1.0,20.16,True
101135,United States,25.0,male,family,21.0,11.0,0.0,19.67,False
101136,Singapore,39.0,female,family,31.0,16.0,1.0,19.85,True
101137,Singapore,44.0,female,basic,9.0,24.0,0.0,9.52,True
101138,United States,20.0,female,family,3.0,26.0,0.0,18.85,True
101139,United Kingdom,27.0,male,premium,7.0,23.0,3.0,15.81,False
101140,United States,29.0,male,basic,14.0,18.0,2.0,9.36,True
101141,Canada,36.0,male,basic,13.0,18.0,1.0,8.42,False
101142,Australia,29.0,female,student,16.0,13.0,2.0,7.2,True
101143,Australia,46.0,male,basic,9.0,18.0,0.0,9.18,False
101144,Singapore,19.0,female,family,2.0,15.0,2.0,19.26,True
101145,United States,19.0,male,premium,11.0,16.0,1.0,16.03,False
101146,Canada,34.0,male,family,4.0,15.0,2.0,19.68,False
101147,Canada,36.0,male,family,15.0,18.0,2.0,20.2,False
101148,Singapore,21.0,male,student,21.0,17.0,1.0,7.32,True
101149,Australia,31.0,female,basic,11.0,13.0,0.0,9.19,True
101150,United States,33.0,male,basic,5.0,22.0,0.0,9.03,True
101151,Australia,33.0,female,premium,17.0,17.0,2.0,16.13,False
101152,United States,40.0,female,premium,81.0,16.0,0.0,15.4,True
101153,United States,30.0,female,basic,23.0,21.0,1.0,8.97,False
101154,Singapore,56.0,female,basic,24.0,22.0,1.0,8.59,True
101155,United States,44.0,female,basic,10.0,15.0,2.0,9.51,False
101156,United States,28.0,female,basic,8.0,20.0,0.0,9.33,True
101157,United States,39.0,male,basic,34.0,24.0,0.0,9.33,True
101158,Singapore,39.0,female,student,1.0,18.0,2.0,7.85,False
101159,Canada,53.0,female,basic,8.0,23.0,2.0,8.83,True
101160,United States,31.0,nonbinary,student,48.0,18.0,2.0,6.72,False
101161,United Kingdom,47.0,male,student,15.0,18.0,1.0,6.81,False
101162,Australia,39.0,female,basic,3.0,17.0,0.0,8.19,False
101163,United States,56.0,female,family,22.0,11.0,0.0,19.23,False
101164,United States,53.0,male,premium,11.0,19.0,0.0,16.3,False
101165,Australia,37.0,male,family,2.0,11.0,2.0,19.29,True
101166,Australia,35.0,female,basic,19.0,18.0,0.0,8.45,True
101167,Singapore,37.0,male,basic,17.0,24.0,1.0,8.94,False
101168,Canada,36.0,female,basic,16.0,18.0,0.0,8.78,True
101169,United States,37.0,female,premium,23.0,18.0,0.0,16.43,True
101170,Singapore,39.0,female,student,5.0,13.0,2.0,7.02,False
101171,Canada,33.0,male,family,20.0,19.0,0.0,19.59,True
101172,United States,32.0,male,family,18.0,19.0,0.0,20.48,True
101173,Canada,23.0,female,student,33.0,18.0,1.0,7.35,False
101174,Singapore,45.0,female,family,8.0,16.0,3.0,19.28,False
101175,Canada,28.0,female,basic,38.0,16.0,2.0,9.12,True
101176,Singapore,37.0,female,student,28.0,16.0,1.0,6.63,True
101177,United States,22.0,female,premium,14.0,13.0,1.0,15.62,True
101178,United States,40.0,male,basic,16.0,18.0,1.0,9.92,True
101179,United States,52.0,male,premium,1.0,16.0,2.0,16.05,False
101180,Canada,18.0,male,student,16.0,14.0,1.0,6.88,True
101181,United States,62.0,female,basic,27.0,21.0,1.0,9.03,True
101182,United States,33.0,female,premium,12.0,23.0,1.0,16.43,False
101183,United States,40.0,male,basic,33.0,20.0,1.0,8.64,False
101184,United States,45.0,female,basic,22.0,21.0,2.0,8.72,False
101185,Australia,47.0,male,basic,58.0,17.0,1.0,9.32,True
101186,Singapore,41.0,female,family,9.0,17.0,0.0,19.23,True
101187,Malaysia,50.0,male,student,25.0,18.0,1.0,7.49,True
101188,United States,44.0,male,basic,4.0,14.0,2.0,8.19,False
101189,United Kingdom,59.0,male,basic,13.0,17.0,0.0,8.87,True
101190,Singapore,44.0,male,basic,23.0,18.0,1.0,8.19,False
101191,Singapore,62.0,male,basic,26.0,13.0,2.0,8.46,True
101192,Australia,49.0,female,premium,12.0,18.0,2.0,16.64,True
101193,Malaysia,18.0,male,family,36.0,23.0,2.0,20.51,True
101194,Australia,69.0,male,premium,41.0,13.0,3.0,16.57,False
101195,United States,31.0,nonbinary,premium,9.0,22.0,1.0,15.27,False
101196,United States,56.0,female,premium,14.0,22.0,0.0,15.46,False
101197,United Kingdom,38.0,female,basic,13.0,19.0,4.0,9.16,True
101198,United States,51.0,male,basic,10.0,9.0,3.0,9.35,False
101199,Canada,30.0,male,student,40.0,21.0,2.0,6.59,True
101200,Singapore,46.0,female,family,39.0,16.0,1.0,19.7,False
101201,Singapore,37.0,female,student,13.0,23.0,0.0,6.42,True
101202,Australia,57.0,female,student,25.0,19.0,1.0,7.82,False
101203,United Kingdom,43.0,female,premium,33.0,16.0,0.0,15.75,False
101204,United States,49.0,female,student,19.0,20.0,4.0,7.01,False
101205,United States,18.0,female,premium,12.0,12.0,1.0,16.03,False
101206,United Kingdom,37.0,female,basic,8.0,21.0,2.0,9.54,False
101207,Singapore,43.0,male,basic,27.0,18.0,2.0,8.51,True
101208,United States,41.0,female,basic,5.0,14.0,0.0,9.57,False
101209,Singapore,50.0,female,basic,12.0,12.0,3.0,8.35,False
101210,Canada,34.0,female,premium,11.0,17.0,1.0,16.57,True
101211,Australia,39.0,female,family,4.0,16.0,1.0,19.13,False
101212,Singapore,37.0,nonbinary,family,15.0,15.0,1.0,20.0,False
101213,Singapore,18.0,male,premium,14.0,19.0,0.0,16.8,False
101214,United States,45.0,female,basic,7.0,17.0,1.0,9.34,False
101215,Singapore,34.0,female,family,39.0,22.0,0.0,20.2,False
101216,United States,27.0,female,premium,27.0,14.0,1.0,15.47,True
101217,Singapore,42.0,female,basic,16.0,10.0,3.0,8.62,False
101218,United Kingdom,53.0,female,basic,30.0,16.0,3.0,9.66,True
101219,United States,37.0,female,basic,35.0,19.0,1.0,9.23,True
101220,United States,36.0,female,basic,40.0,26.0,0.0,9.44,False
101221,United States,49.0,male,family,9.0,13.0,1.0,20.03,True
101222,Australia,48.0,female,family,30.0,11.0,1.0,19.85,False
